iter	Logloss
348	0.3440203082
349	0.3438806059
350	0.3436536799
351	0.3433781566
352	0.3430721114
353	0.3428447396
354	0.3426648819
355	0.3426102688
356	0.3424939408
357	0.3423136268
358	0.3422016428
359	0.3419997985
360	0.3418068241
361	0.341605614
362	0.3414590201
363	0.3413069968
364	0.3411658754
365	0.3408704075
366	0.340581256
367	0.3403899444
368	0.3400684199
369	0.3398183444
370	0.3395601646
371	0.3394624169
372	0.339359712
373	0.3392936169
374	0.3392833636
375	0.3391233612
376	0.338966477
377	0.3388130873
378	0.3387828696
379	0.3386857443
380	0.3384317425
381	0.3383288364
382	0.338025347
383	0.3379222137
384	0.337773028
385	0.3375567667
386	0.337415101
387	0.337277133
388	0.3371135747
389	0.3368833177
390	0.3367101289
391	0.3365066321
392	0.3363070318
393	0.3361673377
394	0.3360106417
395	0.335842513
396	0.3357061212
397	0.3355483407
398	0.3353522993
399	0.335165356
400	0.3350976957
401	0.3350081692
402	0.3349701322
403	0.3347223018
404	0.3346538001
405	0.3344738461
406	0.3342729847
407	0.3340310411
408	0.3339364952
409	0.3337753265
410	0.3337636358
411	0.3335660996
412	0.333352835
413	0.3331486903
414	0.3330814414
415	0.3328370291
416	0.332764662
417	0.3325886336
418	0.3323856943
419	0.3323013402
420	0.3322060363
421	0.3321004407
422	0.3319650715
423	0.3318937937
424	0.3317430201
425	0.3316983971
426	0.3314093854
427	0.3312654656
428	0.3309963433
429	0.330975402
430	0.3307991297
431	0.3306692403
432	0.3305501574
433	0.3305402252
434	0.3304598364
435	0.3301594713
436	0.3300919948
437	0.3298873387
438	0.3298224594
439	0.3297268486
440	0.3295138279
441	0.3294364879
442	0.3294001163
443	0.3291954089
444	0.3289331752
445	0.3288056974
446	0.3286460017
447	0.3284312822
448	0.3283807263
449	0.3282581672
450	0.3281844434
451	0.3280590809
452	0.3280227449
453	0.3279712327
454	0.3278885148
455	0.3276507049
456	0.327497641
457	0.3273764037
458	0.3272349046
459	0.3271068287
460	0.3270314023
461	0.3268771932
462	0.3267190441
463	0.3265297629
464	0.326386857
465	0.3262166053
466	0.3260917607
467	0.3260088605
468	0.3258762138
469	0.325751663
470	0.3256287417
471	0.3254453832
472	0.3252116728
473	0.32520352
474	0.3250521127
475	0.3249397532
476	0.3248318596
477	0.3247813354
478	0.324624009
479	0.3245297144
480	0.3244485946
481	0.3242515259
482	0.3240206939
483	0.3239333873
484	0.3238751048
485	0.3238253261
486	0.3237138576
487	0.323554049
488	0.323473937
489	0.3233750843
490	0.323203258
491	0.3230712743
492	0.3229735333
493	0.3228532425
494	0.3228047567
495	0.3226563211
496	0.3225605176
497	0.3225137458
498	0.3224455333
499	0.3222853036
500	0.3222069061
501	0.3221305875
502	0.3220263058
503	0.3218307885
504	0.3216564991
505	0.3215036463
506	0.3214359558
507	0.3213513441
508	0.321170388
509	0.3209113549
510	0.3206491408
511	0.3204848917
512	0.3204062815
513	0.3201227391
514	0.319978867
515	0.3197670415
516	0.3196295448
517	0.3195386971
518	0.319402999
519	0.3191568811
520	0.3190986829
521	0.3189697215
522	0.3189454251
523	0.318768301
524	0.3187069983
525	0.3185344899
526	0.3182942599
527	0.3181591453
528	0.3179626656
529	0.3178022678
530	0.3176876267
531	0.3176072752
532	0.3174493792
533	0.3172532509
534	0.3171119511
535	0.317022493
536	0.3168928504
537	0.316745063
538	0.3167271713
539	0.3166976769
540	0.3166059352
541	0.3164626083
542	0.3162812407
543	0.3162234957
544	0.3159615695
545	0.3158685821
546	0.3157084315
547	0.3154838889
548	0.3153870596
549	0.315300385
550	0.3151430055
551	0.3151430871
552	0.3149696967
553	0.314601831
554	0.3144932067
555	0.3143281925
556	0.31421465
557	0.3140817785
558	0.314016781
559	0.3139112111
560	0.3137774904
561	0.313602111
562	0.3135197659
563	0.3135068083
564	0.3134303166
565	0.3134271368
566	0.3132885038
567	0.3131201676
568	0.3129921559
569	0.3129577912
570	0.3128244242
571	0.3127433799
572	0.3127251658
573	0.3125592678
574	0.31247037
575	0.3123324684
576	0.3122441017
577	0.3122293018
578	0.3120018095
579	0.3117681956
580	0.3116451998
581	0.3116261389
582	0.3115118556
583	0.3113848306
584	0.3112652396
585	0.3111992686
586	0.3110953359
587	0.3109886459
588	0.3108200291
589	0.3107328794
590	0.3106526039
591	0.3104759038
592	0.3103465172
593	0.31018488
594	0.3101359112
595	0.3100434562
596	0.309934722
597	0.3097819101
598	0.3096020719
599	0.3095245939
600	0.3093506643
601	0.3091926114
602	0.3091078897
603	0.308982591
604	0.3087685303
605	0.3086472576
606	0.3085694497
607	0.3084886076
608	0.3084636693
609	0.3083984718
610	0.3082942545
611	0.3081709967
612	0.3081659086
613	0.3080319608
614	0.30799601
615	0.3078533797
616	0.3077166653
617	0.3077038845
618	0.3075967775
619	0.3074804551
620	0.3073856634
621	0.3073199103
622	0.3072089259
623	0.3069332183
624	0.3068705658
625	0.3067457885
626	0.3066749458
627	0.3064765392
628	0.3063529462
629	0.3061449342
630	0.3060655677
631	0.3060071266
632	0.3058250077
633	0.3056472085
634	0.3056071964
635	0.3054889101
636	0.3054630003
637	0.3053987666
638	0.3052180775
639	0.3051703884
640	0.305029667
641	0.3049197314
642	0.3048862396
643	0.3048124207
644	0.3045799825
645	0.3045137435
646	0.3044204906
647	0.3043537164
648	0.3041933327
649	0.304083633
650	0.3040124292
651	0.3039254774
652	0.3039011614
653	0.3038524437
654	0.303795443
655	0.3035985333
656	0.3034107719
657	0.3031946489
658	0.3030880337
659	0.3029646035
660	0.3028563229
661	0.3028118931
662	0.302692785
663	0.302599898
664	0.3025310275
665	0.3023151918
666	0.3021001786
667	0.3019529818
668	0.3019012591
669	0.3017752498
670	0.3016900112
671	0.3016340291
672	0.3014784653
673	0.3014257673
674	0.3012995982
675	0.301140434
676	0.3009071691
677	0.3007545371
678	0.3005489176
679	0.3005052402
680	0.3004667836
681	0.3003944902
682	0.3002955466
683	0.3002331259
684	0.3001854882
685	0.3000661011
686	0.2999669936
687	0.2998421885
688	0.2996510358
689	0.2995338887
690	0.299387947
691	0.2992316326
692	0.299081479
693	0.2989974715
694	0.2988815876
695	0.2987513123
696	0.2987302624
697	0.2986799459
698	0.2985380555
699	0.2984176854
700	0.2983196107
701	0.2982934485
702	0.2981818787
703	0.2980865414
704	0.2979772542
705	0.2978557994
706	0.297696212
707	0.2975510939
708	0.2973441664
709	0.2972535577
710	0.2970796242
711	0.2969311703
712	0.2968758488
713	0.2967183216
714	0.2966860308
715	0.2966153503
716	0.2964770073
717	0.2964076096
718	0.2963166753
719	0.2961768166
720	0.2960421547
721	0.2957910736
722	0.2956714939
723	0.2954579475
724	0.2953653682
725	0.2952995758
726	0.2951382979
727	0.2949552459
728	0.2947693627
729	0.2947669215
730	0.2946453101
731	0.2945435273
732	0.2944154977
733	0.2943758212
734	0.2942657229
735	0.2941853268
736	0.2941166279
737	0.2941071264
738	0.2940158901
739	0.2939336931
740	0.2938764442
741	0.2937802842
742	0.2937038135
743	0.2936203996
744	0.2935314366
745	0.2933097408
746	0.2932133884
747	0.293069033
748	0.2928566411
749	0.2926865412
750	0.2926364113
751	0.2925035179
752	0.2923918794
753	0.2921584148
754	0.2920210317
755	0.2918951153
756	0.2918328486
757	0.2917142502
758	0.2916627635
759	0.2916025404
760	0.2915335282
761	0.2914329035
762	0.2913192999
763	0.2912422506
764	0.2911569637
765	0.2910350425
766	0.2909822998
767	0.2908870139
768	0.2907302175
769	0.2905552284
770	0.2904416334
771	0.2903154534
772	0.2900852689
773	0.2898420899
774	0.2898209264
775	0.2897713327
776	0.2897554965
777	0.2896262395
778	0.2895690963
779	0.2894959422
780	0.2894119101
781	0.2893149295
782	0.2891574221
783	0.2890414147
784	0.2889018918
785	0.2888467613
786	0.2888120926
787	0.2886621907
788	0.288589281
789	0.2885480605
790	0.2884262684
791	0.2883832654
792	0.2883347954
793	0.288165822
794	0.2881224293
795	0.2880898802
796	0.2880312372
797	0.2880137656
798	0.2879632318
799	0.2879249471
800	0.287751476
801	0.2876300171
802	0.287454015
803	0.2873162041
804	0.2872912116
805	0.287178866
806	0.2871201046
807	0.2870454515
808	0.2868450032
809	0.2867392075
810	0.2866578743
811	0.2865302207
812	0.2864658185
813	0.2862814095
814	0.2860906731
815	0.2860545584
816	0.2857799312
817	0.2856301878
818	0.2856215886
819	0.2855411902
820	0.2854264416
821	0.2852627639
822	0.2852299549
823	0.2851734926
824	0.2848910661
825	0.2848739782
826	0.2847612041
827	0.2847082595
828	0.2846154803
829	0.2845635258
830	0.2844666221
831	0.2843602627
832	0.2842236464
833	0.2840658774
834	0.2839388296
835	0.2838558766
836	0.2837160887
837	0.2834453616
838	0.2833513826
839	0.2832355813
840	0.2830386222
841	0.282833765
842	0.2827646143
843	0.2825552564
844	0.2824640855
845	0.282315704
846	0.2822642315
847	0.282160329
848	0.2821242862
849	0.2820492198
850	0.2818822321
851	0.281793684
852	0.2817262338
853	0.2816500515
854	0.2815687587
855	0.2814186119
856	0.2813505029
857	0.2812886254
858	0.281194343
859	0.281011826
860	0.2809337414
861	0.2808406833
862	0.2807194567
863	0.2806293884
864	0.2805559529
865	0.280400603
866	0.2802552638
867	0.2801129916
868	0.2800693967
869	0.2800206067
870	0.2799509565
871	0.2797572707
872	0.2796618217
873	0.2796477997
874	0.279641951
875	0.2795935743
876	0.2795411989
877	0.2794615958
878	0.2793678163
879	0.2793035945
880	0.2792522619
881	0.2790420161
882	0.2789717427
883	0.2789566159
884	0.2788780937
885	0.2787983094
886	0.2786697849
887	0.2786269896
888	0.2785515934
889	0.2785150764
890	0.2783001875
891	0.2782511054
892	0.2780497995
893	0.277975046
894	0.2778803002
895	0.2776265236
896	0.2774873129
897	0.2773571948
898	0.2772134486
899	0.2771023872
900	0.2770131865
901	0.2769599466
902	0.2768932904
903	0.2767398179
904	0.2766219243
905	0.2765793726
906	0.2764629256
907	0.2763841485
908	0.2763362093
909	0.2762435716
910	0.2759877297
911	0.2759086594
912	0.2756385309
913	0.2756332445
914	0.2755173764
915	0.2753983637
916	0.2753574251
917	0.2752653894
918	0.2752201232
919	0.2751805991
920	0.2749944459
921	0.2747783827
922	0.2746300477
923	0.2745156008
924	0.2744614531
925	0.2744204293
926	0.2743027147
927	0.274130062
928	0.2740377005
929	0.2739861927
930	0.2738885109
931	0.2737953709
932	0.2736898239
933	0.2736394316
934	0.2735387526
935	0.2732935435
936	0.2732179497
937	0.2731888921
938	0.2731312798
939	0.2729676817
940	0.272943171
941	0.2728048933
942	0.2727726059
943	0.2726173513
944	0.2726005696
945	0.2725774658
946	0.2725315354
947	0.272429273
948	0.2723591897
949	0.2722166338
950	0.2720618611
951	0.2718798288
952	0.271796757
953	0.2716758843
954	0.2715607512
955	0.2715425218
956	0.2714464734
957	0.2713596072
958	0.2712394124
959	0.2712253098
960	0.2711532203
961	0.2710870861
962	0.2708265527
963	0.2707310519
964	0.270670539
965	0.2706554806
966	0.2704931824
967	0.2704165035
968	0.2703698459
969	0.2702465107
970	0.2701633906
971	0.2700999731
972	0.2697868822
973	0.2696913834
974	0.2696412209
975	0.2695091314
976	0.269463458
977	0.2693952615
978	0.269321385
979	0.269122959
980	0.2690057864
981	0.2689508572
982	0.2688358281
983	0.2687461237
984	0.2685904184
985	0.2685262268
986	0.2684838317
987	0.2684291752
988	0.2683035121
989	0.2681014224
990	0.2680646588
991	0.2679779818
992	0.267970082
993	0.2679201698
994	0.2677959721
995	0.2677881176
996	0.2677655345
997	0.2676818733
998	0.2676296771
999	0.267425017
0910026
704323532
