iter	MultiClass
226	0.0298626201
227	0.02972174421
228	0.02953094898
229	0.02934572668
230	0.0292070272
231	0.02907546113
232	0.02895233673
233	0.02880259678
234	0.02864555481
235	0.02845492036
236	0.02831489343
237	0.02819038642
238	0.02802562451
239	0.02789124828
240	0.0277480694
241	0.02755561122
242	0.02740134738
243	0.02728109127
244	0.02712639952
245	0.02702495234
246	0.0268849519
247	0.02677244206
248	0.02661589668
249	0.02650745948
250	0.02640434072
251	0.02622956265
252	0.02614256875
253	0.02602342158
254	0.02589551721
255	0.02577979384
256	0.02564665417
257	0.02552613981
258	0.025418361
259	0.02531428402
260	0.0251984468
261	0.02510894052
262	0.02500678479
263	0.024912654
264	0.0248021445
265	0.02470465509
266	0.02460590886
267	0.02449085761
268	0.02440107695
269	0.02426294361
270	0.02418190012
271	0.02408660708
272	0.0239553313
273	0.02381152458
274	0.02369193831
275	0.02360455162
276	0.02352075049
277	0.02344135844
278	0.02334201279
279	0.02326669073
280	0.02318808735
281	0.02307830504
282	0.02299191371
283	0.02290452242
284	0.02282809145
285	0.02274255361
286	0.02259986081
287	0.0224653419
288	0.02236534564
289	0.02226638851
290	0.02218918783
291	0.02211390824
292	0.0220112501
293	0.02193118314
294	0.02184747844
295	0.0217610877
296	0.02169128772
297	0.02155971054
298	0.02145832762
299	0.02135886624
300	0.02123205578
301	0.02115055211
302	0.02107532634
303	0.02100960431
304	0.02093633199
305	0.02088180886
306	0.02080547513
307	0.02074631319
308	0.02066317296
309	0.02059092673
310	0.02047910574
311	0.02040903837
312	0.02036293393
313	0.02026954067
314	0.02019936576
315	0.02012064394
316	0.02004205007
317	0.01996075632
318	0.01990144507
319	0.01982619831
320	0.01973007787
321	0.01967350748
322	0.01958631601
323	0.01952748169
324	0.01944750257
325	0.01937999551
326	0.01929754398
327	0.01923401303
328	0.01918989698
329	0.01912867483
330	0.01905243548
331	0.01898610611
332	0.01892588424
333	0.0188639698
334	0.01878194135
335	0.01871843087
336	0.01863665505
337	0.01859776141
338	0.01851239916
339	0.01845933287
340	0.01841492831
341	0.01836767537
342	0.01830460527
343	0.01823907829
344	0.01816973
345	0.01811078863
346	0.01804837414
347	0.01799838278
348	0.01794284093
349	0.01787509676
350	0.01782275879
351	0.01776985753
352	0.0177041345
353	0.01764303032
354	0.01759133851
355	0.01754616419
356	0.01749257902
357	0.01744208767
358	0.01739327552
359	0.0173281068
360	0.01727405034
361	0.0172173138
362	0.01715297831
363	0.01710689354
364	0.01705866983
365	0.0170149824
366	0.01695127731
367	0.01689582165
368	0.01684447991
369	0.0168031341
370	0.01675479353
371	0.01669361328
372	0.01665319688
373	0.01661602589
374	0.01656928758
375	0.01650920919
376	0.01644923086
377	0.01641074674
378	0.01635429083
379	0.01629279932
380	0.01624689411
381	0.01619377469
382	0.01615195665
383	0.01609709697
384	0.01604554049
385	0.01599047906
386	0.01593226909
387	0.01587440648
388	0.01582619134
389	0.01577085319
390	0.0157243603
391	0.01566028362
392	0.015629372
393	0.01559711006
394	0.01555680013
395	0.01552066732
396	0.01546620633
397	0.01542443766
398	0.01537217222
399	0.01532998994
400	0.01529788203
401	0.01525524107
402	0.0152065435
403	0.01516692719
404	0.01513612132
405	0.01509053494
406	0.0150614126
407	0.01502549951
408	0.01498054199
409	0.01494290313
410	0.01490365575
411	0.01485876065
412	0.01482372401
413	0.01478178643
414	0.01474331466
415	0.01471351899
416	0.01467746831
417	0.01462683429
418	0.01458768721
419	0.01454830131
420	0.0145192637
421	0.01448817744
422	0.01443498179
423	0.01439143985
424	0.01436157701
425	0.01433103124
426	0.0142852349
427	0.0142305136
428	0.01418938049
429	0.01415322179
430	0.01412384551
431	0.01408895694
432	0.0140536028
433	0.0140065129
434	0.01397718818
435	0.01395390201
436	0.01392084454
437	0.01387820791
438	0.01384463811
439	0.01379183236
440	0.01375325074
441	0.01372060612
442	0.01369367371
443	0.01366456442
444	0.01363700902
445	0.01360062718
446	0.01356519498
447	0.01353740923
448	0.01350585552
449	0.01346977981
450	0.01342011854
451	0.0133858936
452	0.01334484322
453	0.01331755419
454	0.01327838796
455	0.01324764037
456	0.01322363823
457	0.01320075513
458	0.01316770885
459	0.01312710637
460	0.01309958016
461	0.01306982642
462	0.01302757058
463	0.01299791199
464	0.01297165341
465	0.01294991518
466	0.01292185342
467	0.01289064731
468	0.01286215967
469	0.01283414529
470	0.01279217194
471	0.01276269942
472	0.01273334474
473	0.01269757122
474	0.01266228779
475	0.01263757879
476	0.0126155367
477	0.01258561383
478	0.01255810986
479	0.01253584378
480	0.01249980762
481	0.01246850345
482	0.01244066953
483	0.01241206511
484	0.01238793806
485	0.01235431337
486	0.01232829403
487	0.01229634481
488	0.01226834205
489	0.01224380728
490	0.01220424668
491	0.01217634764
492	0.01214178721
493	0.01211783472
494	0.01209237469
495	0.0120714927
496	0.01204952556
497	0.0120255247
498	0.01199709781
499	0.01197983786
500	0.01195268686
501	0.01193217167
502	0.01190473107
503	0.01187519679
504	0.01183287683
505	0.01180928121
506	0.01178258161
507	0.01175374254
508	0.01172855399
509	0.01170407509
510	0.01166933299
511	0.01164390927
512	0.01162401464
513	0.01160051143
514	0.01156697509
515	0.01153194937
516	0.01151341955
517	0.01148408957
518	0.01145518881
519	0.01143726369
520	0.01140689061
521	0.01137083324
522	0.01135155022
523	0.0113323864
524	0.01130885001
525	0.01128725316
526	0.0112653547
527	0.01124467493
528	0.01121687027
529	0.01118825503
530	0.01116091575
531	0.01113163252
532	0.01111184813
533	0.01109450441
534	0.01107177983
535	0.01105835788
536	0.01103109177
537	0.01100958206
538	0.01099068733
539	0.01096930479
540	0.01094909439
541	0.01092821029
542	0.01091016076
543	0.01088851752
544	0.01085755145
545	0.01084246438
546	0.01082173771
547	0.01080207028
548	0.0107754504
549	0.01075399769
550	0.0107292845
551	0.01069723036
552	0.01067562831
553	0.0106436185
554	0.01062074766
555	0.01059748291
556	0.01057990504
557	0.01056148927
558	0.01054199401
559	0.01052669944
560	0.01050959057
561	0.01047928271
562	0.01045637017
563	0.01044111458
564	0.01042237551
565	0.01039542897
566	0.01037443118
567	0.01035285669
568	0.01033467023
569	0.01031801546
570	0.01030428622
571	0.01028646166
572	0.01027021509
573	0.0102467642
574	0.01022184283
575	0.01020340789
576	0.01018732094
577	0.01017244758
578	0.01014925211
579	0.01012911926
580	0.01011518247
581	0.01009568453
582	0.01007245586
583	0.01005554589
584	0.01004167182
585	0.01002755265
586	0.01000349454
587	0.009984598443
588	0.009967099375
589	0.009948069522
590	0.009930503552
591	0.009911678859
592	0.009896099
593	0.009874115218
594	0.009852712146
595	0.00983637394
596	0.009811057529
597	0.009792231092
598	0.009774253823
599	0.009745078767
600	0.00972794766
601	0.009710874523
602	0.00968690086
603	0.009675945856
604	0.009662103405
605	0.009642725152
606	0.009628823321
607	0.009613204917
608	0.009595527171
609	0.009577744604
610	0.009561826878
611	0.009544807611
612	0.009531720205
613	0.009515713026
614	0.009491822313
615	0.009476711934
616	0.009463933479
617	0.009448153782
618	0.009430857887
619	0.009415329928
620	0.009400745731
621	0.009387348372
622	0.009374691475
623	0.009359441232
624	0.009337849362
625	0.009318688832
626	0.009304975426
627	0.00929104815
628	0.009277356164
629	0.009264112857
630	0.00924742624
631	0.009235591825
632	0.009218903741
633	0.009202980506
634	0.00918501503
635	0.009173135301
636	0.00915667916
637	0.009142072004
638	0.00912495086
639	0.009111588575
640	0.00908456048
641	0.009065804435
642	0.009053056626
643	0.009029954731
644	0.009014235078
645	0.009000372399
646	0.008988522362
647	0.008969735319
648	0.008955160547
649	0.008936748373
650	0.008922784874
651	0.00890616317
652	0.00889770932
653	0.008878208151
654	0.008868812597
655	0.008854307197
656	0.008842315658
657	0.00882872121
658	0.008810256824
659	0.008793642706
660	0.008781548967
661	0.008768457373
662	0.00875229745
663	0.008731952199
664	0.008718663976
665	0.008700842796
666	0.008689001934
667	0.00868099721
668	0.008670994291
669	0.008660186957
670	0.008650769754
671	0.008639856535
672	0.008626134402
673	0.008609450273
674	0.008598529895
675	0.00858145142
676	0.008571100462
677	0.008559736145
678	0.008550110764
679	0.00853722449
680	0.008524773417
681	0.008513575293
682	0.008501443607
683	0.00848424851
684	0.008470149388
685	0.008457519396
686	0.008443278222
687	0.008427145116
688	0.008403277539
689	0.00838852488
690	0.008379125944
691	0.008366982499
692	0.008358085111
693	0.008349019075
694	0.008337012565
695	0.008326753001
696	0.008314135085
697	0.008299318998
698	0.008285218018
699	0.008272341305
700	0.008260591114
701	0.008247726762
702	0.008229546216
703	0.008212474692
704	0.00819670997
705	0.008185026721
706	0.008169240254
707	0.008157671893
708	0.008143988308
709	0.008128065981
710	0.008111208402
711	0.008100105862
712	0.008088238435
713	0.00807492889
714	0.008063131521
715	0.008055749931
716	0.008039331286
717	0.008027915978
718	0.008017626696
719	0.008006567894
720	0.007991567864
721	0.00798058498
722	0.00796823196
723	0.007957272706
724	0.007945172489
725	0.007932447071
726	0.007916529482
727	0.007897931416
728	0.007886986079
729	0.007870749984
730	0.007858987069
731	0.0078447109
732	0.007830113974
733	0.007812502043
734	0.007800638591
735	0.007791139695
736	0.007781990088
737	0.007769919576
738	0.007756196099
739	0.00774832435
740	0.007739648167
741	0.007720812578
742	0.007707608213
743	0.007695566786
744	0.007684970135
745	0.007674712439
746	0.007665608291
747	0.007657424199
748	0.007647932635
749	0.007638583945
750	0.007626400181
751	0.00761439833
752	0.007607319379
753	0.007598503573
754	0.007589163671
755	0.007575882453
756	0.00756469791
757	0.007556923925
758	0.007545875259
759	0.007534022374
760	0.007524606725
761	0.007507995124
762	0.007491277352
763	0.00747968725
764	0.007468217655
765	0.007459875047
766	0.00745119269
767	0.007443127269
768	0.00743162695
769	0.00742134559
770	0.007412181034
771	0.007400258306
772	0.007387634028
773	0.007379298598
774	0.007366722031
775	0.007350068658
776	0.007340663363
777	0.007332078178
778	0.007324442906
779	0.0073121553
780	0.007304489637
781	0.00729474181
782	0.007285686048
783	0.007277114193
784	0.007269340807
785	0.007261840203
786	0.007249889326
787	0.007242651341
788	0.007230640957
789	0.00722353872
790	0.007215946559
791	0.007207343607
792	0.007201063751
793	0.007190945512
794	0.007179844862
795	0.007169030064
796	0.007157337957
797	0.007148403999
798	0.007139339149
799	0.007131549389
800	0.007125609246
801	0.007113241478
802	0.007103956039
803	0.007095320469
804	0.007087480944
805	0.007077360297
806	0.007069635931
807	0.007061905673
808	0.007054873936
809	0.007047305306
810	0.007039149448
811	0.007027749712
812	0.007019583216
813	0.007011011599
814	0.007003179426
815	0.006994262062
816	0.006984647557
817	0.006978028191
818	0.006968898948
819	0.006953518533
820	0.00694697092
821	0.006939969112
822	0.006932325327
823	0.006920752631
824	0.006909404442
825	0.006903726672
826	0.006896501575
827	0.00688904326
828	0.006881659673
829	0.006873986862
830	0.006867163577
831	0.006853052906
832	0.006842318507
833	0.006832417105
834	0.006822569345
835	0.006812226686
836	0.006802602883
837	0.006793102714
838	0.006786456096
839	0.006778143685
840	0.006768672163
841	0.006758432745
842	0.006750334134
843	0.006741700466
844	0.006733964108
845	0.006726731812
846	0.006715332401
847	0.006705049503
848	0.006697361775
849	0.00669097739
850	0.006681660453
851	0.006673883803
852	0.006664637392
853	0.006656219498
854	0.006647226941
855	0.006640459437
856	0.006632852564
857	0.006626310458
858	0.006616984278
859	0.00660439066
860	0.006596298465
861	0.006588807594
862	0.006579504803
863	0.006569060621
864	0.006560170329
865	0.006552793955
866	0.006544002545
867	0.006536877476
868	0.006526882023
869	0.006518929557
870	0.006510153844
871	0.006503751627
872	0.006497989624
873	0.006487134033
874	0.006479015971
875	0.00646998556
876	0.006462995632
877	0.006456107418
878	0.006448897962
879	0.006443417577
880	0.006431920265
881	0.006425968623
882	0.006418160146
883	0.006410486769
884	0.006400285329
885	0.006393347195
886	0.006386108936
887	0.006376773777
888	0.006371303532
889	0.006362241465
890	0.006357194312
891	0.006349903083
892	0.006344054495
893	0.006338891624
894	0.006331445013
895	0.006325259829
896	0.00631957134
897	0.006313135712
898	0.00630720494
899	0.006297917202
900	0.006290851138
901	0.00628321305
902	0.00627746334
903	0.006272239139
904	0.006263968236
905	0.006253571617
906	0.00624490691
907	0.006234710029
908	0.006227199194
909	0.006218175364
910	0.006209346908
911	0.006202482055
912	0.00619302389
913	0.00618613172
914	0.006179479642
915	0.006172548764
916	0.006166139233
917	0.006155569846
918	0.006149276408
919	0.00614337979
920	0.006136285915
921	0.006130337997
922	0.006122844744
923	0.006115456589
924	0.006107020543
925	0.006099989536
926	0.006093702981
927	0.006089468266
928	0.006081814194
929	0.0060750383
930	0.006067909943
931	0.006060778857
932	0.006052661076
933	0.00604724915
934	0.006042391141
935	0.006035182001
936	0.006027779346
937	0.006019316935
938	0.006010602195
939	0.006003303328
940	0.00599641311
941	0.005989805557
942	0.005982526707
943	0.005975165251
944	0.005968917882
945	0.005961661031
946	0.005956096919
947	0.005948454836
948	0.005941317293
949	0.005933862721
950	0.005928543866
951	0.005921682527
952	0.005916207671
953	0.005909220844
954	0.005904172745
955	0.005899031352
956	0.005892992363
957	0.005886396608
958	0.00588030577
959	0.00587233587
960	0.005862249962
961	0.005856888245
962	0.005852334564
963	0.005846924597
964	0.005837328098
965	0.005832459478
966	0.005826938309
967	0.005821689036
968	0.00581715661
969	0.005809856012
970	0.005803848635
971	0.005797054655
972	0.00578960575
973	0.005784451389
974	0.005776486877
975	0.005771158484
976	0.005763669116
977	0.005757498234
978	0.005749461476
979	0.005740573293
980	0.005732729785
981	0.005728731961
982	0.00572118971
983	0.005714017739
984	0.005707639943
985	0.005700105066
986	0.005693419485
987	0.0056883583
988	0.005682025821
989	0.005674915135
990	0.005670358181
991	0.005664285238
992	0.005658619935
993	0.005652368406
994	0.005646158675
995	0.005638303538
996	0.005630851508
997	0.005626048235
998	0.005620075465
999	0.00561506252
999	0.005593605114
990	0.004168593199
991	0.004161473547
992	0.004157990192
993	0.004153512253
994	0.004149407164
995	0.004144703859
996	0.004140219782
997	0.00413663809
998	0.00413361232
999	0.004129835683
